道路名称,路龄,车道面积,车行道小修金额,车行道零星金额,车行道中修金额,掘路修复金额,前一年pci,当年pci,道路属性,年份
1140,16,159394.5,0,0,0,77.15,80.89,76.57,主干路,2019
1141,16,75870,0,0.1224,39.796,0,96.85,93.58,主干路,2019
1142,16,68921,0,0.5243,2.4665,0,88.82,93.72,主干路,2019
1143,16,58399.2,0,1.0255,197.7,0,92.04,92.39,主干路,2019
1144,16,17850.1,15.42072,1.52975,6.3971,0,81.19,84.98,主干路,2019
1145,16,22890,0,0,0,0,85.76,95.79,主干路,2019
1146,16,42411.4,0,1.6785,9.15,0,100,97.57,主干路,2019
1147,16,20376,0,0.8092,0,10.69,92.26,93.76,主干路,2019
1148,16,20742.8,0,1.95597,0,0,80.13,81.85,主干路,2019
1149,16,36070,0,0,0,0,84.87,81.49,主干路,2019
1150,16,53021.2,0,0,0,0,70.63,58.26,主干路,2019
1151,16,100362.8,0,2.7367,0,1.26,68.6,64.31,主干路,2019
1152,16,100362.8,0,2.7367,0,0,89.15,85.27,主干路,2019
1153,16,43547,0,0.9463,0,0,92.09,93.5,主干路,2019
1154,16,74403,0,0.2237,13.629,0,87.3,93.06,主干路,2019
1155,16,73991.5,25.4885,1.7249,188.5,9.633,91.26,91.72,主干路,2019
1156,16,27428.4,33.3977,0.287,2.8775,0,90.7,91.18,主干路,2019
1157,16,15917.4,27.686094,0.44099,66.5,2.6304,89.17,85.06,主干路,2019
1158,16,30817,16.82086,1.33985,0,300.2,71.13,83.9,主干路,2019
1159,16,29213,21.30898,1.3715,0,0,83.76,85.18,主干路,2019
1160,16,21322.7,16.82223,5.34885,0,0,85.49,82.68,主干路,2019
1161,16,15157,23.32151,6.10845,0,0,92.9,88.16,主干路,2019
1162,16,9926,0,0.1477,0,0,79.96,82.94,主干路,2019
1163,16,20349,0,0.0517,0,0,90.18,98.07,主干路,2019
1164,16,18411,0,0.0675,1.6362,0,97.48,97.48,主干路,2019
1165,16,23100,15.70979,2.6375,1.4801,0,86.15,86.91,主干路,2019
1166,16,117356.5,0,2.6797,0,0,86.15,79.65,主干路,2019
1167,16,62056,18.6266,1.5804,0,0,72.12,83.24,主干路,2019
1168,16,63867,1.2613,0.3249,0,35.306,85.2,84.65,主干路,2019
1169,16,37230.307,18.1594,2.838161,3.3902,0,85.12,85.26,主干路,2019
1170,16,22759.1,0,2.440004,0,0,85.79,89.59,主干路,2019
1171,16,18365,31.296756,0,0,0,87.96,88.16,主干路,2019
1172,16,105362.9,18.15798,1.3715,0,0,87.06,86.89,主干路,2019
1173,16,8505.9,0,0.52961,0,0,100,98.82,主干路,2019
1174,16,46400,22.64336,0.1605,0,0,79.68,79.74,主干路,2019
1175,16,59846.4,0,4.0037,0,0,76.84,79.44,主干路,2019
1176,16,26938.8,0,7.33858,0,0,77.39,76.09,主干路,2019
1177,16,8832,0,2.315,0,0,76.13,75.73,主干路,2019
1178,16,32341.1,18.0635,1.756,0,0,69.06,74.65,主干路,2019
1179,16,25787.5,40.1263,1.54,16.44,1.476,85.58,100,主干路,2019
1180,16,104639.2,0,0.9864,11.58,0,86.07,86.75,主干路,2019
1181,16,8020,0,0,0,0,89.98,85.27,主干路,2019
1182,16,24779.3,0.41724,0.14559,0,0,83.48,85.09,主干路,2019
1183,16,21694.3,7.49354,0.017724,0,0.959,86.68,100,主干路,2019
1184,16,30512.1,11.9974,0.871,0,0,84.26,90.03,主干路,2019
1185,16,6820.4,6.072,0.366,0,0,89.37,90.2,主干路,2019
1186,16,57311,17.481804,1.89478,0,0.342,88.42,87.54,主干路,2019
1187,16,35528.8,0,0.3112,27.506,0,88.42,90.08,主干路,2019
1188,16,28597.3,0,0,0,0,84.93,84.26,主干路,2019
1189,16,49722.12,0,0,0,0,81.05,88.24,主干路,2019
1190,16,67534.6,17.22912,1.52975,0,0,92.57,98.09,主干路,2019
1191,16,52993.5,15.213,9.500064,0,0,93.87,89.59,主干路,2019
1192,16,49510.2,16.281796,8.377544,0,0,84.06,88.03,主干路,2019
1193,16,6068.2,0,0,0,0,83.45,89.03,主干路,2019
1194,16,8372.3,23.37297,1.24068,0,0,88.92,82.56,主干路,2019
1195,16,164853,0,10.60908,10.476,4.4388,85.69,88.86,主干路,2019
1196,16,9316,0,0.2585,0,0,84.4,84.49,主干路,2019
1197,16,23088,0,0.0422,0,0,89.64,93.56,主干路,2019
1198,16,1198.5,0,0.0211,0,0,85.21,87.04,主干路,2019
1199,16,5910,0,0.1477,0,0,86.42,83.18,主干路,2019
1200,16,3480,0,0.0475,0,0,90.8,96.17,主干路,2019
1201,16,200,0,0.0211,0,0,88.02,85.04,主干路,2019
1202,16,530,0,0.0211,0,0,88.02,100,主干路,2019
1203,16,2957.4,0,0,0,0,88.02,97.24,主干路,2019
1204,16,19788,0,0,0,0,88.02,97.17,主干路,2019
1205,16,68927.3,94.923,0.9626,0,0,88.02,73.27,主干路,2019
1206,16,80952,54.4555,0.5549,0,0,88.02,90.48,主干路,2019
1207,16,16779,27.0227,1.127,0,3.72,88.02,95.86,主干路,2019
1208,16,22318.8,0,0.5803,101.97,21.18,88.02,100,主干路,2019
1209,16,143179.9,11.1248,7.0516,237.47,0,88.02,84.97,主干路,2019
1210,16,4309,1.507,0.637,0,0,88.02,88.83,主干路,2019
1211,16,7009,0.12627,2.54255,3.0578,0,84.38,88.35,主干路,2019
1212,16,17564,0,1.264,0,2.846,80.65,86.65,主干路,2019
1213,16,31555,18.0547,3.512939,0,0,84.25,87.16,主干路,2019
1214,16,36612.25,50.9423,2.913277,0,0,83.73,81.94,主干路,2019
1215,16,31121.7,0,2.4951,0,3.77,87.26,83.45,主干路,2019
1216,16,11773,0.44923,3.04473,0,0,70.21,70.51,主干路,2019
1217,16,13840,0,0,0,0,86.29,82.68,主干路,2019
1218,16,13841,10.1306,0.247,0,0,88.03,77.19,主干路,2019
1219,16,38938.7,0,0.4748,0,0,82.94,77.17,主干路,2019
1220,16,20287.5,18.2238,0.599,4.6323,0,87.97,82.25,主干路,2019
1221,16,35310,12.6587,1.658,0,4.3155,93.36,92.22,主干路,2019
1222,16,88297.2,0,1.76396,0,0,88.27,89.82,主干路,2019
1223,16,27637.7,0,1.86946,9.95,0,90.15,91.77,主干路,2019
1224,16,27637.7,0,1.86946,9.95,0,90.15,91.77,快速路,2019
1225,16,9518,0,1.409902,0,4.1854,87.76,85.73,主干路,2019
1226,16,15000,26.590635,1.338162,0,0,83.91,81.58,主干路,2019
1227,16,93131,0,8.5244,0,0,88.44,86.61,主干路,2019
1228,16,12175.6,0,0.8071,0,22.18,81.83,86.82,主干路,2019
1229,16,7956,0,0.021,0,0,76.06,77.01,主干路,2019
1230,16,109200,25.814013,2.5953,0,0,78.07,81.4,主干路,2019
1231,16,70669,7.2,1.63525,229.6,3.562,78.07,86.24,主干路,2019
1232,16,41920,0,1.63525,0,0,89.35,78,主干路,2019
1233,16,13584,0,0.3144,0,0,90.72,91.18,主干路,2019
1234,16,15408,6.9081,0.2954,0,0,86.59,85.83,主干路,2019
1235,16,25726,2.11,0.175,0,4.766,68.2,76.24,主干路,2019
1236,16,18088,29.862504,0.24054,0,3.5265,82.75,90.96,主干路,2019
1237,16,69303.3,27.2566,1.670909,6.8597,0,87.88,86.71,主干路,2019
1238,16,17517,0.28094,0,0,0,79.42,77.63,主干路,2019
1239,16,18273.5,1.9417,0,0,0,87.58,86.45,主干路,2019
1240,16,72098.1,27.03,4.809745,0,0,97.28,97.94,主干路,2019
1241,16,149016,0,0.332747,0,0,84.23,87.68,主干路,2019
1242,16,34967.3,0.357,0.968701,17.457,0,82.6,89.08,主干路,2019
1243,16,226521.73,18.0159,1.338584,0,0,83.06,80.2,主干路,2019
1244,16,7999,9,0.046,0,0,85.06,84.13,次干路,2019
1245,16,20218.2,20.8138,1.013,0,0,92.83,89.62,次干路,2019
1246,16,20617,4.9334,2.785,0,0,92.28,91.85,次干路,2019
1247,16,12003.5,0,0.042,0,0,90.73,89.11,次干路,2019
1248,16,112080,16.77565,1.3715,113.04,0,89.9,91.69,次干路,2019
1249,16,10765,0,0.967,0,0,93.47,88.38,次干路,2019
1250,16,5891.5,1.107,0.124,0,0,76.16,80.57,次干路,2019
1251,16,28968,0,3.28316,0,0,69.52,83.08,次干路,2019
1252,16,13558.5,35.6951,0.728,0,33.62,91.15,82.56,次干路,2019
1253,16,5957,0,2.56365,0,0,77.06,74.89,次干路,2019
2256,15,31120,65.83,1.745586,0,0,84.08,79.89,主干路,2022
2257,15,14882.9,0,0.615717,50.07,0,84.78,80.38,主干路,2022
